Name,Year,Company,Transmission,KM_Driven,Fuel_Type,Owner,Registration,City,Original_Price,Sales_Price,Month,EMI(₹)
Maruti Swift VXI,2019,Maruti,MANUAL,17035,Petrol,1st Owner,WB-02,Kolkata,606699,560399,Jun,10956
Renault Kwid RXT,2017,Renault,MANUAL,22641,Petrol,1st Owner,KL-16,Kochi,291199,285299,Oct,5578
Renault TRIBER 1.0 RXZ,2022,Renault,MANUAL,4648,Petrol,1st Owner,RJ-14,Jaipur,867799,855699,Mar,16069
Datsun Redi Go T (O),2021,Datsun,MANUAL,2631,Petrol,1st Owner,GJ-06,Ahmedabad,471999,425999,Nov,8328
Hyundai i10 SPORTZ 1.2 AT KAPPA2,2012,Hyundai,AUTOMATIC,72561,Petrol,1st Owner,AP-28-x-xxxx,Hyderabad,377699,377699,Jul,7384
Maruti Ritz VXI,2010,Maruti,MANUAL,41714,Petrol,2nd Owner,KA-01-x-xxxx,Bangalore,344299,344299,Jan,6731
Honda Jazz 1.2 VX I-VTECH,2015,Honda,MANUAL,36582,Petrol,2nd Owner,KA-04-x-xxxx,Bangalore,631799,631799,Nov,12352
Ford Ecosport 1.5TITANIUM TDCI,2017,Ford,MANUAL,46534,Diesel,2nd Owner,TN-12-x-xxxx,Chennai,661499,661499,Jul,12932
Volkswagen Polo COMFORTLINE 1.0 PETROL,2018,Volkswagen,MANUAL,27071,Petrol,1st Owner,GJ-06,Ahmedabad,545499,525499,Sep,10274
Honda Amaze 1.2 SMT I VTEC,2019,Honda,MANUAL,80112,Petrol,1st Owner,RJ-05,Jaipur,687199,687199,May,13435
Skoda KUSHAQ STYLE 1.5 TSI MT,2021,Skoda,MANUAL,12598,Petrol,1st Owner,KA-05-x-xxxx,Bangalore,1857599,1852299,Sep,34784
Renault Duster RXZ 85 PS DIESEL,2017,Renault,MANUAL,66765,Diesel,1st Owner,UP-32-x-xxxx,Lucknow,581299,581299,Oct,11365
Tata Harrier XZ DARK EDITION,2020,Tata,MANUAL,39140,Diesel,1st Owner,KL-36,Kochi,1949199,1949199,Mar,36604
Hyundai i20 MAGNA O 1.2,2013,Hyundai,MANUAL,69785,Petrol,1st Owner,WB-26,Kolkata,278499,278499,Jun,5445
Tata NEXON XZ+ SUNROOF 1.2 RTN,2021,Tata,MANUAL,6468,Petrol,1st Owner,WB-26,Kolkata,1074599,1044799,Aug,19620
Renault TRIBER 1.0 RXT,2020,Renault,MANUAL,21750,Petrol,1st Owner,TN-13-x-xxxx,Chennai,636899,612999,Oct,11984
Toyota URBAN CRUISER PREMIUM MT,2021,Toyota,MANUAL,11352,Petrol,1st Owner,KA-17-x-xxxx,Bangalore,1105599,1100599,Dec,20668
Honda City V MT PETROL,2020,Honda,MANUAL,14829,Petrol,1st Owner,KA-01-x-xxxx,Bangalore,1101149,1048099,Oct,19682
Honda City V MT PETROL,2018,Honda,MANUAL,50426,Petrol,2nd Owner,TN-18-x-xxxx,Chennai,851299,851299,Mar,15987
Tata ALTROZ XE 1.2,2022,Tata,MANUAL,269,Petrol,1st Owner,TN-10-x-xxxx,Chennai,688499,683499,Jan,13363
KIA SONET GTX + 1.0 IMT,2020,KIA,MANUAL,20512,Petrol,1st Owner,KA-05-x-xxxx,Bangalore,1270999,1265999,Oct,23774
Volkswagen Vento HIGHLINE PETROL,2014,Volkswagen,MANUAL,83207,Petrol,2nd Owner,MH-02,Mumbai,437299,432299,May,8452
Honda City SV MT PETROL,2014,Honda,MANUAL,20770,Petrol,2nd Owner,DL-3C,New Delhi,605299,566599,Apr,11077
Mahindra Kuv100 K8 5 STR,2016,Mahindra,MANUAL,28442,Petrol,1st Owner,MP-04,Indore,471399,471399,Feb,9216
Maruti Swift ZXI AMT,2018,Maruti,AUTOMATIC,42702,Petrol,2nd Owner,GJ-27,Ahmedabad,630899,615299,Apr,12029
KIA SONET GTX PLUS DCT 1.0,2020,KIA,MANUAL,11846,Petrol,1st Owner,MH-27,Mumbai,1406699,1354599,Nov,25438
Honda Amaze 1.2 SMT I VTEC,2019,Honda,MANUAL,14168,Petrol,1st Owner,MH-04,Mumbai,640399,608099,Nov,11888
Tata NEXON XZA+ 1.5,2018,Tata,AUTOMATIC,69955,Diesel,1st Owner,HR-51,New Delhi,737899,737899,Sep,14426
Maruti Swift ZXI+,2019,Maruti,MANUAL,81927,Petrol,1st Owner,TN-05-x-xxxx,Chennai,710299,693499,May,13558
Toyota Corolla Altis GL,2015,Toyota,MANUAL,45053,Petrol,2nd Owner,KA-04-x-xxxx,Bangalore,1009199,963799,May,18099
Ford Ecosport 1.5TITANIUM TDCI,2018,Ford,MANUAL,18459,Diesel,1st Owner,DL-11,New Delhi,812899,797299,Sep,15587
Maruti Eeco 5 STR WITH AC PLUSHTR,2019,Maruti,MANUAL,28706,Petrol,1st Owner,TN-31-x-xxxx,Chennai,493899,464399,Jul,9079
Ford Ecosport 1.5TITANIUM TDCI,2016,Ford,MANUAL,96962,Diesel,1st Owner,TN-05-x-xxxx,Chennai,661699,639199,Jul,12496
Tata TIGOR Revotron XT,2018,Tata,MANUAL,51557,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,441099,431699,Apr,8440
Maruti Ritz VXI,2013,Maruti,MANUAL,40723,Petrol,1st Owner,MH-02,Mumbai,374299,374299,Apr,7318
Ford Ecosport 1.5TITANIUM TDCI,2019,Ford,MANUAL,72728,Diesel,2nd Owner,DL-2C,New Delhi,752599,719599,Mar,14068
Skoda Octavia STYLE 2.0 TDI MT,2018,Skoda,MANUAL,95537,Diesel,1st Owner,MP-09,Indore,1492199,1468899,Sep,27584
Renault Kwid RXT Opt,2015,Renault,MANUAL,59562,Petrol,1st Owner,TN-12-x-xxxx,Chennai,321699,321699,Dec,6289
Tata Hexa Varicor 400 XT,2019,Tata,MANUAL,7944,Diesel,1st Owner,TN-23-x-xxxx,Chennai,1878399,1586899,Sep,29800
KIA SONET GTX + 1.0 IMT,2020,KIA,MANUAL,20879,Petrol,2nd Owner,WB-12,Kolkata,1273999,1181999,Nov,22197
Maruti Wagon R 1.0 LXI CNG,2018,Maruti,MANUAL,35275,Petrol + CNG,1st Owner,MH-04,Mumbai,504799,504799,May,9869
Toyota URBAN CRUISER PREMIUM MT,2021,Toyota,MANUAL,22776,Petrol,1st Owner,TN-23-x-xxxx,Chennai,1070599,1070599,Dec,20105
MG HECTOR PLUS SHARP HYBRID PETROL,2020,MG,MANUAL,12185,Petrol,2nd Owner,DL-10,New Delhi,1837299,1609499,Nov,30225
Hyundai i10 MAGNA 1.1 IRDE2,2014,Hyundai,MANUAL,83871,Petrol,3rd Owner,GJ-01,Ahmedabad,315899,310899,Jun,6078
Honda City VX CVT PETROL,2018,Honda,AUTOMATIC,62032,Petrol,1st Owner,GJ-01,Ahmedabad,947899,923799,Jul,17348
Honda Jazz 1.2 VX I-VTECH,2015,Honda,MANUAL,84253,Petrol,1st Owner,TS-15-x-xxxx,Hyderabad,588799,564099,Aug,11028
Maruti Dzire VDI,2019,Maruti,MANUAL,86415,Diesel,1st Owner,WB-08,Kolkata,682199,665199,Mar,13005
Honda Amaze 1.2 SMT I VTEC,2020,Honda,MANUAL,22173,Petrol,1st Owner,RJ-45,Jaipur,683699,657499,Oct,12854
Maruti Alto LXI,2010,Maruti,MANUAL,59992,Petrol,2nd Owner,MP-09,Indore,155199,155199,Nov,3034
Toyota YARIS VX CVT,2018,Toyota,AUTOMATIC,49310,Petrol,1st Owner,MH-01,Mumbai,1179999,1071099,May,20114
Maruti Alto 800 LXI,2013,Maruti,MANUAL,23743,Petrol,1st Owner,MH-43,Pune,240899,240899,Jan,4710
Renault TRIBER 1.0 RXZ,2019,Renault,MANUAL,30345,Petrol,1st Owner,TN-85-x-xxxx,Chennai,728399,669199,Sep,13083
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,2016,Hyundai,MANUAL,33053,Petrol,1st Owner,WB-02,Kolkata,385599,385599,Aug,7539
Maruti Celerio VXI CNG,2015,Maruti,MANUAL,93530,Petrol + CNG,1st Owner,MH-12,Pune,454499,454499,Sep,8886
Maruti Swift VXI,2019,Maruti,MANUAL,33032,Petrol,2nd Owner,TN-87-x-xxxx,Chennai,675299,643599,Mar,12582
Renault Duster RXS 85 PS,2016,Renault,MANUAL,56140,Diesel,1st Owner,KA-53-x-xxxx,Bangalore,878199,878199,Aug,16492
Renault Kwid 1.0 RXT Opt,2019,Renault,MANUAL,26283,Petrol,1st Owner,KL-07,Kochi,373999,373999,Aug,7312
Tata Harrier XT+ 2.0 KRYOTEC,2021,Tata,MANUAL,21245,Diesel,1st Owner,DL-3C,New Delhi,1895199,1736699,Feb,32613
Maruti Dzire VXI,2019,Maruti,MANUAL,71260,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,644499,627599,Jan,12270
Ford Ecosport 1.5 TITANIUM TI VCT AT,2016,Ford,AUTOMATIC,20016,Petrol,2nd Owner,MH-03,Mumbai,694399,667399,Sep,13048
Hyundai Verna FLUIDIC 1.6 SX VTVT,2013,Hyundai,MANUAL,85263,Petrol,2nd Owner,MH-03,Pune,441399,436399,Apr,8532
Honda City V MT PETROL,2014,Honda,MANUAL,49304,Petrol,1st Owner,DL-4C,New Delhi,651899,651899,Mar,12745
Hyundai Elite i20 SPORTZ 1.2,2018,Hyundai,MANUAL,25724,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,623799,589699,May,11529
MG HECTOR SHARP DCT PETROL,2020,MG,AUTOMATIC,27940,Petrol,1st Owner,GJ-05,Ahmedabad,1546399,1480599,Jan,27804
Honda Brio 1.2 S MT I VTEC,2012,Honda,MANUAL,66606,Petrol,1st Owner,AP-29-x-xxxx,Hyderabad,381099,381099,Nov,7451
Maruti New  Wagon-R VXI 1.0,2020,Maruti,MANUAL,19123,Petrol,1st Owner,WB-24,Kolkata,569499,531299,Feb,10387
Maruti Wagon R 1.0 VXI,2014,Maruti,MANUAL,25601,Petrol,1st Owner,DL-9C,New Delhi,340399,340399,Sep,6655
MG HECTOR SHARP DCT PETROL,2020,MG,AUTOMATIC,26950,Petrol,2nd Owner,UP-65,New Delhi,1749399,1603399,Jun,30110
Hyundai Elite i20 SPORTZ 1.2,2017,Hyundai,MANUAL,16356,Petrol,1st Owner,TN-12-x-xxxx,Chennai,605999,605999,Sep,11847
Hyundai GRAND I10 NIOS MAGNA 1.2 MT,2021,Hyundai,MANUAL,1772,Petrol,1st Owner,TN-04-x-xxxx,Chennai,646499,646499,Sep,12639
Mahindra XUV500 W7 FWD,2018,Mahindra,MANUAL,24117,Diesel,1st Owner,KA-51-x-xxxx,Bangalore,1536699,1491799,Aug,28014
Tata Safari XZA+ DARK EDITION,2022,Tata,MANUAL,7585,Diesel,1st Owner,GJ-01,Ahmedabad,2530699,2362299,Apr,44362
Maruti Alto 800 VXI,2014,Maruti,MANUAL,92885,Petrol,1st Owner,WB-06,Kolkata,249099,239099,Mar,4674
Ford Ecosport 1.5TITANIUM TDCI,2016,Ford,MANUAL,60893,Diesel,2nd Owner,UP-41-x-xxxx,Lucknow,580999,580999,Oct,11359
Ford Ecosport 1.5 TDCI TITANIUM PLUS,2019,Ford,MANUAL,57342,Diesel,1st Owner,KA-22-x-xxxx,Bangalore,1059899,1029399,Mar,19331
Toyota Fortuner 2.8 4x2 AT,2018,Toyota,AUTOMATIC,85472,Diesel,1st Owner,DL-14,New Delhi,2890599,2857799,Mar,53667
Maruti New  Wagon-R LXI CNG 1.0 L,2021,Maruti,MANUAL,10754,Petrol + CNG,1st Owner,DL-3C,New Delhi,640599,640599,Nov,12524
KIA SONET GTX PLUS DCT 1.0,2020,KIA,MANUAL,2381,Petrol,1st Owner,KA-03-x-xxxx,Bangalore,1444949,1439949,Nov,27041
Honda Jazz 1.2 SV MT,2016,Honda,MANUAL,44405,Petrol,1st Owner,TN-14-x-xxxx,Chennai,587299,587299,Sep,11482
Maruti Dzire VXI,2019,Maruti,MANUAL,21048,Petrol,1st Owner,GJ-06,Ahmedabad,698799,645999,May,12629
Maruti Celerio ZXI,2018,Maruti,MANUAL,64299,Petrol,1st Owner,RJ-25,Jaipur,488599,488599,Jul,9552
Honda City SV MT PETROL,2018,Honda,MANUAL,43903,Petrol,2nd Owner,TN-38-x-xxxx,Chennai,836299,822799,Nov,15451
Honda WR-V 1.2 i-VTEC VX MT,2019,Honda,MANUAL,21730,Petrol,1st Owner,WB-02,Kolkata,788399,756099,Feb,14782
Tata Hexa Varicor 400 XT,2019,Tata,MANUAL,34664,Diesel,1st Owner,TN-02-x-xxxx,Chennai,1829599,1606599,Feb,30170
Honda City ZX CVT,2019,Honda,AUTOMATIC,11647,Petrol,1st Owner,DL-3C,New Delhi,1326199,1228399,Aug,23068
Hyundai NEW I20 Asta 1.0 GDI Turbo IMT,2021,Hyundai,MANUAL,5992,Petrol,1st Owner,DL-7C,New Delhi,1074599,1034299,Jan,19423
Mahindra XUV500 W11,2020,Mahindra,MANUAL,80016,Diesel,1st Owner,GJ-18,Ahmedabad,1481699,1481699,Nov,27825
Volkswagen Vento HIGHLINE PETROL AT,2013,Volkswagen,AUTOMATIC,43531,Petrol,2nd Owner,TN-01-x-xxxx,Chennai,553599,553599,Sep,10823
Mahindra TUV300 T8,2015,Mahindra,MANUAL,113474,Diesel,1st Owner,KL-05,Kochi,541699,541699,Oct,10590
MG HECTOR SHARP DCT PETROL,2021,MG,AUTOMATIC,16131,Petrol,1st Owner,MP-04,Indore,1764699,1720399,Jul,32307
Ford Ecosport 1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),2018,Ford,MANUAL,24932,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,800099,800099,Nov,15025
KIA SONET GTX PLUS DCT 1.0,2020,KIA,MANUAL,7904,Petrol,1st Owner,KA-04-x-xxxx,Bangalore,1442099,1392999,Oct,26159
Toyota Glanza V CVT,2019,Toyota,AUTOMATIC,10824,Petrol,1st Owner,MH-04,Mumbai,923399,907199,Dec,17036
Renault TRIBER 1.0 RXZ,2019,Renault,MANUAL,22123,Petrol,1st Owner,KA-51-x-xxxx,Bangalore,719299,719299,Sep,14062
Ford Ecosport 1.5TITANIUM TDCI,2015,Ford,MANUAL,78133,Diesel,1st Owner,DL-8C,New Delhi,493299,440999,Oct,8622
Honda WR-V 1.2 i-VTEC VX MT,2018,Honda,MANUAL,17009,Petrol,1st Owner,RJ-01,Jaipur,794699,759799,Apr,14854
Maruti Baleno ZETA 1.2 K12 CVT,2022,Maruti,AUTOMATIC,37100,Petrol,1st Owner,GJ-01,Ahmedabad,944899,855399,Jan,16064
Volkswagen Ameo Trendline 1.0,2018,Volkswagen,MANUAL,25197,Petrol,1st Owner,KL-62,Kochi,452199,407199,Oct,7961
Maruti New  Wagon-R LXI CNG 1.0 L,2019,Maruti,MANUAL,87746,Petrol + CNG,1st Owner,MH-14,Pune,571599,531399,May,10389
Renault Kwid 1.0 CLIMBER OPT,2022,Renault,MANUAL,1087,Petrol,1st Owner,WB-10,Kolkata,524099,519099,Jan,10148
Hyundai Creta 1.6 SX AT CRDI,2018,Hyundai,AUTOMATIC,34112,Diesel,2nd Owner,MH-43,Pune,1317599,1317599,Nov,24743
Maruti Swift VXI,2021,Maruti,MANUAL,15905,Petrol,1st Owner,MP-09,Indore,716899,696099,Feb,13609
Hyundai Grand i10 MAGNA 1.2 VTVT,2015,Hyundai,MANUAL,83840,Petrol,1st Owner,MP-04,Indore,400699,400699,Apr,7834
Volkswagen Polo GT TSI 1.2 PETROL AT,2014,Volkswagen,AUTOMATIC,26872,Petrol,1st Owner,WB-08,Kolkata,547499,539699,Mar,10551
KIA SELTOS HTK PLUS 1.5 PETROL,2020,KIA,MANUAL,20268,Petrol,1st Owner,GJ-05,Ahmedabad,1166499,1087699,Dec,20426
Renault Kwid RXL,2020,Renault,MANUAL,8313,Petrol,1st Owner,DL-9C,New Delhi,390399,390399,Sep,7632
Volkswagen TAIGUN GT PLUS 1.5 TSI DSG,2021,Volkswagen,MANUAL,17231,Petrol,1st Owner,KL-07,Kochi,1975799,1901199,Nov,35703
Hyundai i10 SPORTZ 1.2,2010,Hyundai,MANUAL,95482,Petrol,1st Owner,KA-02-x-xxxx,Bangalore,301599,296599,May,5799
Skoda Rapid 1.5 TDI AT AMBITION,2016,Skoda,AUTOMATIC,81682,Diesel,1st Owner,MH-12,Pune,666699,646099,Jun,12631
Mahindra XUV 3OO W8 (O) AT,2022,Mahindra,MANUAL,20094,Petrol,1st Owner,TN-14-x-xxxx,Chennai,1361199,1267299,Feb,23799
Volkswagen Polo GT TSI 1.2 PETROL AT,2017,Volkswagen,AUTOMATIC,46133,Petrol,1st Owner,UP-53,New Delhi,719999,688399,Apr,13458
Tata Tiago XZA+ 1.2 RTN,2021,Tata,AUTOMATIC,964,Petrol,1st Owner,MH-47,Mumbai,756499,732499,May,14320
Maruti Eeco 5 STR WITH AC PLUSHTR,2017,Maruti,MANUAL,32562,Petrol,1st Owner,TN-95-x-xxxx,Chennai,432599,419399,May,8199
Volkswagen Ameo COMFORTLINE 1.2,2017,Volkswagen,MANUAL,50011,Petrol,1st Owner,MH-12,Pune,509699,509699,Jan,9965
Mahindra KUV 100 NXT K2+6 STR,2019,Mahindra,MANUAL,14460,Petrol,1st Owner,TN-50-x-xxxx,Chennai,587299,587299,Aug,11482
Honda WR-V 1.2 i-VTEC VX MT,2020,Honda,MANUAL,47489,Petrol,1st Owner,GJ-06,Ahmedabad,899799,813399,Sep,15275
Hyundai NEW SANTRO SPORTZ 1.1,2019,Hyundai,MANUAL,45390,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,495699,482799,Sep,9439
Renault Kwid 1.0 RXT AT,2022,Renault,AUTOMATIC,202,Petrol,1st Owner,RJ-45,Jaipur,651999,612299,Apr,11971
Maruti XL6 ALPHA SHVS  MT,2019,Maruti,MANUAL,82019,Petrol,1st Owner,RJ-19,Jaipur,1058099,1013699,Sep,19036
Mahindra XUV 3OO W8 (O) DIESEL  AT,2020,Mahindra,AUTOMATIC,15262,Diesel,1st Owner,KA-03-x-xxxx,Bangalore,1468799,1336099,Dec,25091
Honda Brio 1.2 S MT I VTEC,2014,Honda,MANUAL,60663,Petrol,2nd Owner,KL-33,Kochi,366899,354899,Oct,6938
Hyundai Elite i20 SPORTZ 1.2,2015,Hyundai,MANUAL,33064,Petrol,1st Owner,GJ-01,Ahmedabad,523599,523599,Jan,10236
Hyundai Elite i20 1.2 SPORTS PLUS VTVT,2020,Hyundai,MANUAL,11226,Petrol,1st Owner,TS-07-x-xxxx,Hyderabad,709599,709599,Mar,13873
MG HECTOR PLUS SHARP DCT,2020,MG,MANUAL,3588,Petrol,1st Owner,DL-12,New Delhi,1773399,1773399,Sep,33303
Renault Kwid RXT 1.0 EASY-R AT OPTION,2019,Renault,AUTOMATIC,53257,Petrol,1st Owner,TN-06-x-xxxx,Chennai,491699,467999,Dec,9149
Toyota Corolla Altis  VL AT,2016,Toyota,AUTOMATIC,91093,Petrol,1st Owner,MH-47,Mumbai,899099,815099,Oct,15307
MG HECTOR SHARP DCT PETROL,2019,MG,AUTOMATIC,39456,Petrol,1st Owner,DL-14,New Delhi,1634199,1481549,Jul,27822
Maruti Vitara Brezza ZDI PLUS DUAL TONE,2016,Maruti,MANUAL,57569,Diesel,2nd Owner,WB-20,Kolkata,657599,631999,Oct,12356
Maruti New  Wagon-R VXI 1.0,2020,Maruti,MANUAL,12899,Petrol,1st Owner,RJ-47,Jaipur,581999,576999,Sep,11280
Renault Kwid 1.0 CLIMBER OPT,2020,Renault,MANUAL,6122,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,489399,484399,Dec,9470
Honda City V MT PETROL,2015,Honda,MANUAL,73302,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,605399,583999,Oct,11417
Hyundai Creta 1.6 SX AT CRDI,2018,Hyundai,AUTOMATIC,37630,Diesel,1st Owner,WB-08,Kolkata,1179899,1098199,Sep,20623
Ford Ecosport 1.5TITANIUM TDCI,2019,Ford,MANUAL,51884,Diesel,2nd Owner,DL-10,New Delhi,793299,743199,Feb,14530
Toyota Etios V SP,2013,Toyota,MANUAL,36015,Petrol,1st Owner,HR-26,New Delhi,398999,398999,Sep,7801
Volkswagen TAIGUN TOPLINE 1.0 TSI MT,2022,Volkswagen,MANUAL,3504,Petrol,1st Owner,22-BH,Mumbai,1820299,1726949,May,32430
Mahindra XUV500 W11 (O) AT,2018,Mahindra,AUTOMATIC,43869,Diesel,1st Owner,MH-14,Pune,1747999,1657799,Jun,31132
Volkswagen Polo Trendline 1.0 L Petrol,2019,Volkswagen,MANUAL,16537,Petrol,1st Owner,TS-07-x-xxxx,Hyderabad,600499,600499,Jun,11740
Hyundai Santro Xing GL PLUS,2013,Hyundai,MANUAL,28248,Petrol,1st Owner,DL-8C,New Delhi,281999,281999,Apr,5513
KIA SONET GTX PLUS DCT 1.0,2020,KIA,MANUAL,11734,Petrol,1st Owner,DL-10,New Delhi,1388999,1329899,Oct,24974
Maruti Swift VXI,2020,Maruti,MANUAL,2944,Petrol,1st Owner,WB-24,Kolkata,682149,614799,Oct,12019
Maruti New  Wagon-R 1.0 LXI (O),2020,Maruti,MANUAL,9215,Petrol,2nd Owner,MH-05,Mumbai,561299,506599,Mar,9904
Tata Safari XT+2.0 KRYOTEC,2021,Tata,MANUAL,6426,Diesel,1st Owner,KL-41,Kochi,1857799,1798499,Jul,33774
Honda Jazz 1.2 S MT,2016,Honda,MANUAL,53015,Petrol,1st Owner,MH-03,Mumbai,511549,506549,Aug,9903
Maruti Ritz VXI,2012,Maruti,MANUAL,62185,Petrol,1st Owner,MH-14,Pune,301599,301599,Aug,5896
Tata Tiago XZ 1.2 REVOTRON,2016,Tata,MANUAL,97077,Petrol,1st Owner,KA-51-x-xxxx,Bangalore,483799,483799,Jun,9458
Volkswagen Polo HIGHLINE1.2L PETROL,2014,Volkswagen,MANUAL,68896,Petrol,2nd Owner,KL-57,Kochi,467699,462699,Jul,9046
Hyundai i10 SPORTZ 1.2 KAPPA2 O,2013,Hyundai,MANUAL,40681,Petrol,3rd Owner,TN-07-x-xxxx,Chennai,371099,356499,Apr,6970
Hyundai Xcent SX 1.2,2016,Hyundai,MANUAL,58240,Petrol,1st Owner,MH-04,Mumbai,571299,525099,May,10266
Volkswagen Polo HIGHLINE1.5L DIESEL,2015,Volkswagen,MANUAL,77595,Diesel,1st Owner,WB-02,Kolkata,359499,359499,Mar,7028
Maruti New  Wagon-R 1.0 Lxi (o) cng,2021,Maruti,MANUAL,20558,Petrol + CNG,1st Owner,DL-6C,New Delhi,669999,664099,Jun,12983
MG HECTOR SHARP DCT PETROL,2020,MG,AUTOMATIC,12803,Petrol,1st Owner,DL-8C,New Delhi,1794899,1704999,Mar,32018
Hyundai i10 SPORTZ 1.2 AT KAPPA2,2012,Hyundai,AUTOMATIC,46988,Petrol,2nd Owner,AP-28-x-xxxx,Hyderabad,392699,387699,Sep,7580
Mahindra XUV500 W7 FWD,2018,Mahindra,MANUAL,51135,Diesel,2nd Owner,TN-10-x-xxxx,Chennai,1358849,1192649,Jul,22397
Maruti A Star VXI ABS AT,2013,Maruti,AUTOMATIC,46530,Petrol,2nd Owner,MH-02,Pune,317099,317099,Mar,6199
Maruti Wagon R 1.0 VXI,2017,Maruti,MANUAL,11441,Petrol,3rd Owner,MH-03,Pune,393999,366999,Oct,7175
Volkswagen Vento 1.2 TSI HIGHLINE PLUS AT,2019,Volkswagen,AUTOMATIC,38457,Petrol,1st Owner,MH-04,Mumbai,975199,929099,Aug,17448
Honda Jazz VX  1.2,2016,Honda,MANUAL,82175,Petrol,2nd Owner,RJ-14,Jaipur,612499,612499,Dec,11974
Maruti Vitara Brezza ZDI,2019,Maruti,MANUAL,59309,Diesel,1st Owner,RJ-45,Jaipur,927199,927199,May,17412
Honda Brio 1.2 S MT I VTEC,2016,Honda,MANUAL,66125,Petrol,1st Owner,KL-01,Kochi,405699,405699,Oct,7931
Hyundai GRAND I10 NIOS SPORTZ PETROL,2020,Hyundai,MANUAL,26467,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,638899,622199,Feb,12164
Maruti Alto 800 LXI,2013,Maruti,MANUAL,50142,Petrol,4th Owner,KL-07,Kochi,234699,200499,Oct,3920
Maruti Alto VXI PLUS,2021,Maruti,MANUAL,1076,Petrol,1st Owner,KA-04-x-xxxx,Bangalore,477499,467499,Apr,9140
Mahindra Kuv100 K8 D 5 STR,2016,Mahindra,MANUAL,63927,Diesel,1st Owner,MH-12,Mumbai,514099,514099,Mar,10051
Maruti S PRESSO VXI PLUS,2020,Maruti,MANUAL,29041,Petrol,1st Owner,KA-51-x-xxxx,Bangalore,526599,526599,Sep,10295
Maruti Swift VXI,2019,Maruti,MANUAL,53473,Petrol,1st Owner,TN-13-x-xxxx,Chennai,663999,610899,Jun,11943
Maruti Swift ZXI,2012,Maruti,MANUAL,45517,Petrol,1st Owner,MH-02,Mumbai,421199,393499,May,7693
Volkswagen Vento COMFORTLINE 1.0 TSI MT,2020,Volkswagen,MANUAL,21907,Petrol,2nd Owner,TS-07-x-xxxx,Hyderabad,1030699,986499,Dec,18525
Maruti Vitara Brezza ZDI PLUS,2018,Maruti,MANUAL,93556,Diesel,1st Owner,MP-04,Indore,906399,906399,Mar,17021
Ford Ecosport 1.5TITANIUM TDCI,2018,Ford,MANUAL,56027,Diesel,1st Owner,DL-10,New Delhi,753399,712799,Oct,13935
Honda Amaze 1.2 SMT I VTEC,2018,Honda,MANUAL,13274,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,632399,627399,Jul,12266
Maruti Wagon R 1.0 LXI CNG,2013,Maruti,MANUAL,75567,Petrol + CNG,1st Owner,MH-46,Pune,400699,378799,Oct,7406
Maruti New  Wagon-R ZXI 1.2,2020,Maruti,MANUAL,76343,Petrol,1st Owner,MH-12,Pune,580199,526799,Feb,10299
Toyota YARIS VX CVT,2018,Toyota,MANUAL,21278,Petrol,1st Owner,MH-03,Mumbai,1141799,1013599,Oct,19034
KIA SONET HTX 1.0 IMT,2021,KIA,MANUAL,12365,Petrol,1st Owner,TN-12-x-xxxx,Chennai,1178799,1178799,Mar,22137
Renault Kwid 1.0 CLIMBER OPT AMT,2019,Renault,AUTOMATIC,14698,Petrol,1st Owner,TN-02-x-xxxx,Chennai,549199,544199,Aug,10639
Hyundai Creta SX PETROL MT,2020,Hyundai,MANUAL,8158,Petrol,1st Owner,TN-04-x-xxxx,Chennai,1504999,1459699,Jan,27412
Honda WR-V 1.2 i-VTEC VX MT,2019,Honda,MANUAL,65144,Petrol,1st Owner,GJ-01,Ahmedabad,775299,696299,Jan,13613
Toyota YARIS J CVT,2020,Toyota,AUTOMATIC,5790,Petrol,1st Owner,KL-42,Kochi,985299,977299,Oct,18353
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,2018,Hyundai,MANUAL,46962,Petrol,1st Owner,MP-09,Indore,519199,519199,Dec,10150
Maruti Dzire VXI,2020,Maruti,MANUAL,17867,Petrol,1st Owner,UP-51-x-xxxx,Lucknow,715399,692099,Jun,13531
Maruti Dzire VXI,2018,Maruti,MANUAL,7916,Petrol,1st Owner,RJ-45,Jaipur,700499,634899,Oct,12412
Volkswagen Vento 1.2 TSI HIGHLINE PLUS AT,2018,Volkswagen,AUTOMATIC,84644,Petrol,1st Owner,KA-51-x-xxxx,Bangalore,979199,974199,Aug,18294
Hyundai Elite i20 ASTA 1.4 CRDI,2015,Hyundai,MANUAL,69572,Diesel,2nd Owner,TS-07-x-xxxx,Hyderabad,641199,620199,Jul,12125
Tata Tiago XZ 1.2 REVOTRON,2017,Tata,MANUAL,72485,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,408899,408899,Nov,7994
