Name,Year,Company,Transmission,KM_Driven,Fuel_Type,Owner,Registration,City,Original_Price,Sales_Price,Month,EMI(₹)
Maruti XL6 ALPHA SHVS  MT,2019,Maruti,MANUAL,75770,Petrol,1st Owner,TN-06-x-xxxx,Chennai,1082499,1082499,Oct,20328
Volkswagen Ameo COMFORTLINE 1.2,2016,Volkswagen,MANUAL,53177,Petrol,2nd Owner,KL-69,Kochi,416199,403199,Oct,7883
Toyota Glanza V MT PETROL,2019,Toyota,MANUAL,8360,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,724499,724499,Jun,14164
Mahindra XUV 3OO W8 (O) Dual tone Diesel,2019,Mahindra,MANUAL,30833,Diesel,1st Owner,WB-26,Kolkata,916199,916199,Oct,17205
Maruti New  Wagon-R LXI CNG 1.0 L,2021,Maruti,MANUAL,36168,Petrol + CNG,1st Owner,MH-12,Pune,687199,687199,Jun,13435
Tata TIGOR 1.2 XZA+ RTN,2020,Tata,AUTOMATIC,7274,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,785099,730099,Jun,14274
Mahindra MARAZZO M8 7 STR,2019,Mahindra,MANUAL,17056,Diesel,1st Owner,KA-05-x-xxxx,Bangalore,1294099,1260149,Feb,23664
Honda Jazz 1.2 VX AT,2019,Honda,AUTOMATIC,45395,Petrol,1st Owner,TS-09-x-xxxx,Hyderabad,795499,795499,Apr,15552
MG HECTOR SHARP HYBIRD PETROL MT,2019,MG,MANUAL,11801,Petrol,1st Owner,RJ-45,Jaipur,1532399,1464099,Oct,27494
Renault TRIBER 1.0 RXL PETROL,2019,Renault,MANUAL,3430,Petrol,1st Owner,WB-10,Kolkata,601699,601699,Sep,11763
Honda Amaze 1.2 SMT I VTEC,2014,Honda,MANUAL,66498,Petrol,1st Owner,MH-12,Pune,453499,453499,Sep,8866
Toyota URBAN CRUISER Premium AT,2022,Toyota,MANUAL,1069,Petrol,1st Owner,KL-07,Kochi,1315199,1273399,Jun,23913
Tata Tiago XZ+ 1.2 Revotron,2019,Tata,MANUAL,49816,Petrol,1st Owner,KL-39,Kochi,506499,506499,May,9902
Tata ALTROZ XZ 1.2,2020,Tata,MANUAL,20718,Petrol,2nd Owner,HR-06,New Delhi,806699,760499,Dec,14868
Maruti Swift VXI,2019,Maruti,MANUAL,16515,Petrol,2nd Owner,MH-05,Mumbai,643999,608699,Dec,11900
Ford Ecosport 1.5 TREND TDCI,2015,Ford,MANUAL,60128,Diesel,2nd Owner,TN-18-x-xxxx,Chennai,551999,551999,Apr,10792
Tata Harrier XZA + DUAL TONE,2021,Tata,AUTOMATIC,11378,Diesel,1st Owner,MH-14,Pune,2396699,2335999,Nov,43868
Toyota Fortuner 3.0 MT 4X2,2016,Toyota,MANUAL,87357,Diesel,1st Owner,KA-01-x-xxxx,Bangalore,2168399,2083499,Oct,39126
Maruti Alto LXI CNG,2012,Maruti,MANUAL,84998,Petrol + CNG,2nd Owner,AP-23-x-xxxx,Hyderabad,214299,214299,Jan,4190
Ford FREESTYLE TITANIUM 1.5 TDCI,2019,Ford,MANUAL,74952,Diesel,2nd Owner,AP-39-x-xxxx,Hyderabad,497499,497499,Aug,9726
Maruti Eeco 5 STR WITH AC PLUSHTR,2019,Maruti,MANUAL,39713,Petrol,1st Owner,KL-10,Kochi,442599,395699,Jul,7736
Maruti Vitara Brezza VXI,2020,Maruti,MANUAL,40741,Petrol,1st Owner,GJ-18,Ahmedabad,880999,875999,Jul,16450
Ford FREESTYLE TITANIUM Plus 1.5 TDCI MT,2018,Ford,MANUAL,37060,Diesel,2nd Owner,TN-85-x-xxxx,Chennai,662199,662199,Oct,12946
Maruti Zen Estilo LXI,2010,Maruti,MANUAL,46059,Petrol,1st Owner,DL-3C,New Delhi,174799,169799,Aug,3320
Renault Kwid RXT 1.0 EASY-R AT OPTION,2017,Renault,AUTOMATIC,46654,Petrol,1st Owner,TS-07-x-xxxx,Hyderabad,387299,387299,May,7572
Maruti Dzire ZXI Plus,2020,Maruti,MANUAL,25037,Petrol,1st Owner,TN-79-x-xxxx,Chennai,858599,832799,Nov,15639
Toyota Innova Crysta 2.8 ZX AT 7 STR,2017,Toyota,AUTOMATIC,85083,Diesel,1st Owner,HR-51,New Delhi,1816999,1725799,May,32409
Hyundai NEW SANTRO SPORTZ 1.1,2021,Hyundai,MANUAL,8413,Petrol,1st Owner,GJ-06,Ahmedabad,555699,550699,Nov,10766
Toyota Glanza G MT PETROL,2021,Toyota,MANUAL,6138,Petrol,1st Owner,MH-02,Mumbai,817599,817599,Feb,15354
Renault Kwid 1.0 RXT,2018,Renault,MANUAL,62786,Petrol,2nd Owner,UP-32-x-xxxx,Lucknow,325499,320399,Mar,6264
"Mercedes Benz C Class 	250 CDI ELEGANCE AT",2011,Mercedes,AUTOMATIC,44511,Diesel,2nd Owner,MH-02,Pune,845699,760699,Oct,14872
Honda City V MT PETROL,2016,Honda,MANUAL,31300,Petrol,2nd Owner,MH-12,Pune,743599,691499,Jul,13519
Maruti Celerio ZXI,2018,Maruti,MANUAL,35557,Petrol,2nd Owner,TS-35-x-xxxx,Hyderabad,500299,500299,Jun,9781
Hyundai AURA S CRDI AMT,2020,Hyundai,MANUAL,13602,Diesel,1st Owner,MH-46,Mumbai,868099,868099,Oct,16302
Volkswagen Polo HIGHLINE1.2L PETROL,2014,Volkswagen,MANUAL,40860,Petrol,2nd Owner,RJ-14,Jaipur,445999,430435,Oct,8415
Honda City VX (O) PETROL,2016,Honda,MANUAL,72217,Petrol,1st Owner,KL-03,Kochi,706299,706299,Jul,13808
Maruti Wagon R 1.0 LXI CNG,2014,Maruti,MANUAL,24802,Petrol + CNG,1st Owner,MH-04,Pune,443699,438099,Apr,8565
Honda City V MT PETROL,2012,Honda,MANUAL,59732,Petrol,2nd Owner,KA-05-x-xxxx,Bangalore,520499,520499,Nov,10176
Maruti Baleno DELTA 1.2 K12,2021,Maruti,MANUAL,42962,Petrol,1st Owner,MP-04,Indore,735799,723199,Mar,14139
Hyundai Eon ERA,2014,Hyundai,MANUAL,40538,Petrol,3rd Owner,KL-38,Kochi,241799,207799,Oct,4063
Renault Kwid RXT,2017,Renault,MANUAL,80253,Petrol,2nd Owner,TS-30-x-xxxx,Hyderabad,306499,306499,Feb,5992
Tata ALTROZ XT 1.2,2021,Tata,MANUAL,13562,Petrol,1st Owner,DL-5C,New Delhi,773599,694299,Nov,13574
Tata TIGOR XZ PLUS 1.2 REVOTRON,2020,Tata,MANUAL,23271,Petrol,1st Owner,MH-29,Mumbai,736499,712799,Nov,13935
Honda City VX CVT PETROL,2017,Honda,AUTOMATIC,44987,Petrol,2nd Owner,WB-08,Kolkata,770399,770399,Jul,15061
Hyundai NEW SANTRO 1.1 SPORTS MT CNG,2019,Hyundai,MANUAL,36126,Petrol + CNG,1st Owner,AP-39-x-xxxx,Hyderabad,482399,477399,Oct,9333
Maruti New  Wagon-R VXI 1.0,2020,Maruti,MANUAL,23364,Petrol,1st Owner,RJ-45,Jaipur,578799,578799,Jul,11316
Volkswagen Polo Trendline 1.0 L Petrol,2019,Volkswagen,MANUAL,59938,Petrol,1st Owner,TS-13-x-xxxx,Hyderabad,580799,559199,Nov,10932
Maruti Swift Dzire VXI 1.2 BS IV,2015,Maruti,MANUAL,56398,Petrol,1st Owner,WB-06,Kolkata,400199,370199,Oct,7237
Mahindra TUV300 T8,2016,Mahindra,MANUAL,80348,Diesel,1st Owner,KL-63,Kochi,587199,587199,Jul,11480
Mahindra XUV500 W6 4X2,2017,Mahindra,MANUAL,60108,Diesel,2nd Owner,KA-03-x-xxxx,Bangalore,1259499,1220799,May,22925
Hyundai Eon ERA PLUS,2012,Hyundai,MANUAL,17077,Petrol,1st Owner,DL-12,New Delhi,191999,191999,Oct,3754
Maruti Swift VDI,2013,Maruti,MANUAL,45308,Diesel,2nd Owner,MH-05,Mumbai,433099,417799,Feb,8168
Renault Kwid 1.0 CLIMBER OPT,2020,Renault,MANUAL,19935,Petrol,1st Owner,GJ-01,Ahmedabad,487199,487199,Mar,9525
Tata Harrier XT 2.0L Kryotec,2021,Tata,MANUAL,30301,Diesel,1st Owner,GJ-23,Ahmedabad,1690499,1487699,Jan,27937
Renault Kwid 1.0 RXT,2017,Renault,MANUAL,62204,Petrol,1st Owner,MP-04,Indore,338899,338899,Feb,6626
Honda Jazz 1.2 V AT,2018,Honda,AUTOMATIC,61361,Petrol,1st Owner,TS-08-x-xxxx,Hyderabad,664699,664699,Jan,12995
Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT,2020,Ford,AUTOMATIC,19339,Petrol,1st Owner,MH-47,Mumbai,1095299,1011999,Sep,19004
Maruti Swift ZXI,2014,Maruti,MANUAL,59879,Petrol,1st Owner,TS-07-x-xxxx,Hyderabad,505699,492399,Sep,9626
Toyota Fortuner 3.0 AT 4X2,2013,Toyota,AUTOMATIC,155840,Diesel,1st Owner,UP-14-x-xxxx,Lucknow,1174999,1174999,Oct,22065
MG HECTOR SHARP DCT PETROL,2020,MG,AUTOMATIC,33033,Petrol,1st Owner,DL-12,New Delhi,1794199,1571699,Mar,29515
Hyundai AURA SX+ AT 1.2CRDI,2021,Hyundai,AUTOMATIC,30436,Diesel,1st Owner,GJ-38,Ahmedabad,929599,880199,Jan,16529
Maruti Swift ZXI,2012,Maruti,MANUAL,48307,Petrol + CNG,1st Owner,MH-04,Mumbai,452799,452799,Mar,8852
Mahindra XUV500 W10 FWD,2017,Mahindra,MANUAL,53662,Diesel,1st Owner,TN-07-x-xxxx,Chennai,1493499,1282799,Jun,24090
Ford Ecosport 1.5 TITANIUM TI VCT AT,2016,Ford,AUTOMATIC,53696,Petrol,1st Owner,MH-12,Pune,738999,727999,Jul,14233
MG HECTOR SHARP CVT,2021,MG,AUTOMATIC,7997,Petrol,1st Owner,DL-7C,New Delhi,2050399,1840699,Sep,34566
Maruti Celerio VXI CNG OPT,2018,Maruti,MANUAL,36700,Petrol + CNG,1st Owner,MH-05,Mumbai,556299,540499,Mar,10567
KIA SONET HTK+ 1.5 D AT,2021,KIA,MANUAL,13917,Diesel,1st Owner,UP-78-x-xxxx,Lucknow,1140999,1058699,Oct,19881
Hyundai Verna FLUIDIC 1.6 SX VTVT OPT,2016,Hyundai,MANUAL,73506,Petrol,1st Owner,WB-06,Kolkata,499999,499999,Aug,9775
Maruti New  Wagon-R VXI (O) 1.2L,2021,Maruti,MANUAL,5066,Petrol,1st Owner,KA-02-x-xxxx,Bangalore,652799,652799,Aug,12762
Maruti Alto 800 LXI,2013,Maruti,MANUAL,45364,Petrol,1st Owner,AP-15-x-xxxx,Hyderabad,263899,258899,Jan,5062
Honda Jazz 1.2 SV MT,2015,Honda,MANUAL,66871,Petrol,2nd Owner,HR-26,New Delhi,469599,469599,Oct,9181
Maruti Wagon R 1.0 LXI CNG,2013,Maruti,MANUAL,54677,Petrol + CNG,2nd Owner,TS-13-x-xxxx,Hyderabad,336499,336499,Oct,6579
Ford Ecosport 1.5TITANIUM TDCI,2019,Ford,MANUAL,43638,Diesel,1st Owner,KA-03-x-xxxx,Bangalore,993899,965699,Jul,18135
Ford Ecosport 1.5 TDCI TITANIUM PLUS,2017,Ford,MANUAL,44353,Diesel,1st Owner,DL-10,New Delhi,729599,710199,Dec,13885
Tata NEXON XZ+ OPT PETROL,2020,Tata,MANUAL,20693,Petrol,1st Owner,GJ-01,Ahmedabad,999699,994699,Sep,18679
Tata TIAGO NRG PETROL AT,2019,Tata,MANUAL,22889,Petrol,2nd Owner,RJ-45,Jaipur,643299,643299,Oct,12577
Mahindra XUV 3OO W8 DIESEL AT,2020,Mahindra,MANUAL,55113,Diesel,1st Owner,GJ-01,Ahmedabad,1096899,1063699,Oct,19975
Maruti XL6 ZETA SHVS,2021,Maruti,MANUAL,17514,Petrol,1st Owner,UP-78-x-xxxx,Lucknow,1045399,945299,Jun,17752
Maruti Swift Dzire VDI,2013,Maruti,MANUAL,55244,Diesel,1st Owner,MH-04,Mumbai,531399,520399,Jan,10174
Volkswagen Polo HIGHLINE PLUS 1.0 TSI MT,2020,Volkswagen,MANUAL,23607,Petrol,1st Owner,TN-21-x-xxxx,Chennai,933599,910299,Jun,17094
Renault Duster RXS 85 PS,2019,Renault,MANUAL,49101,Diesel,1st Owner,KA-25-x-xxxx,Bangalore,1053099,981399,Mar,18430
Hyundai AURA S 1.2 Kappa MT,2021,Hyundai,MANUAL,26468,Petrol,1st Owner,DL-7C,New Delhi,669199,669199,Feb,13083
Renault Duster RXZ AMT 110 PS,2018,Renault,AUTOMATIC,34176,Diesel,1st Owner,MH-12,Pune,1081699,983799,Oct,18475
Hyundai Elite i20 SPORTZ 1.2,2017,Hyundai,MANUAL,29532,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,595399,576299,Apr,11267
Honda Amaze 1.2 SMT I VTEC,2015,Honda,MANUAL,34051,Petrol,1st Owner,KA-05-x-xxxx,Bangalore,518699,513699,Dec,10043
Skoda Rapid 1.5 TDI MT AMBITION,2017,Skoda,MANUAL,83770,Diesel,2nd Owner,TS-07-x-xxxx,Hyderabad,759499,704899,May,13781
MG HECTOR SHARP DCT PETROL,2020,MG,AUTOMATIC,32463,Petrol,2nd Owner,HR-26,New Delhi,1734199,1647099,Oct,30931
Maruti New  Wagon-R 1.0 Lxi (o) cng,2021,Maruti,MANUAL,45873,Petrol + CNG,2nd Owner,MH-04,Mumbai,664099,626599,May,12250
Maruti Wagon R 1.0 VXI,2013,Maruti,MANUAL,31943,Petrol,1st Owner,RJ-14,Jaipur,316299,316299,Aug,6184
KIA SELTOS 1.4 GTX+ TURBO GDI PETROL AT,2020,KIA,AUTOMATIC,20152,Petrol,2nd Owner,TN-07-x-xxxx,Chennai,1652999,1560899,Aug,29312
Honda Brio 1.2 S MT I VTEC,2017,Honda,MANUAL,31260,Petrol,1st Owner,MH-04,Pune,470999,470999,Jun,9208
Honda Amaze 1.2 SMT I VTEC,2015,Honda,MANUAL,44068,Petrol,2nd Owner,TN-10-x-xxxx,Chennai,469999,469999,May,9189
Toyota Etios Liva G,2011,Toyota,MANUAL,33530,Petrol,2nd Owner,KA-02-x-xxxx,Bangalore,388499,388499,Aug,7595
Hyundai Eon ERA PLUS,2015,Hyundai,MANUAL,24642,Petrol,1st Owner,DL-8C,New Delhi,298999,290799,May,5685
Hyundai AURA S CNG,2021,Hyundai,MANUAL,8073,Petrol + CNG,1st Owner,MH-47,Mumbai,850499,799199,Dec,15624
Ford Ecosport 1.5 TITANIUM TI VCT AT,2017,Ford,AUTOMATIC,53165,Petrol,2nd Owner,MH-43,Mumbai,716999,673199,Oct,13161
Hyundai i10 MAGNA 1.1 IRDE2,2013,Hyundai,MANUAL,17001,Petrol,1st Owner,WB-02,Kolkata,300599,285699,Jul,5585
Maruti Baleno ZETA 1.2 K12,2021,Maruti,MANUAL,25901,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,790999,790999,Jul,15464
Renault Kwid RXL,2019,Renault,MANUAL,12186,Petrol,1st Owner,GJ-27,Ahmedabad,417199,401199,Oct,7844
Mahindra XUV500 W11 AT,2018,Mahindra,AUTOMATIC,34983,Diesel,2nd Owner,MH-48,Pune,1521199,1501299,Jun,28193
Tata Harrier XMA,2021,Tata,AUTOMATIC,19148,Diesel,1st Owner,GJ-15,Ahmedabad,1656199,1539999,Aug,28920
Maruti S Cross DELTA SHVS,2019,Maruti,MANUAL,21892,Diesel,1st Owner,TS-08-x-xxxx,Hyderabad,1056499,1056499,Sep,19840
Volkswagen Polo GT TSI 1.2 PETROL AT,2018,Volkswagen,AUTOMATIC,97087,Petrol,1st Owner,HR-01,New Delhi,747899,709199,Sep,13865
Datsun Redi Go T (O),2016,Datsun,MANUAL,50514,Petrol,2nd Owner,KL-51,Kochi,232399,198199,Oct,3875
Tata Tiago XZA 1.2 REVOTRON,2018,Tata,AUTOMATIC,18719,Petrol,2nd Owner,MH-01,Mumbai,547399,523699,Apr,10238
Honda Jazz 1.2 ZX MT,2021,Honda,MANUAL,5681,Petrol,1st Owner,MH-12,Pune,980899,911899,Jun,17125
Renault Kwid RXL,2020,Renault,MANUAL,18418,Petrol,1st Owner,DL-12,New Delhi,390399,390399,Nov,7632
Maruti Alto LXI,2020,Maruti,MANUAL,5955,Petrol,1st Owner,GJ-01,Ahmedabad,407999,402999,Nov,7879
Maruti Dzire VXI,2018,Maruti,MANUAL,27563,Petrol,1st Owner,WB-02,Kolkata,640399,605299,Feb,11834
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2019,Hyundai,MANUAL,79560,Petrol + CNG,1st Owner,GJ-27,Ahmedabad,609599,609599,Oct,11918
Ford Ecosport 1.5 TITANIUM TI VCT,2018,Ford,MANUAL,12760,Petrol,1st Owner,TN-07-x-xxxx,Chennai,864399,864399,Mar,16233
Tata NEXON XZA+ (O) 1.5  RTQ,2020,Tata,AUTOMATIC,30448,Diesel,1st Owner,DL-11,New Delhi,1164699,1111099,Oct,20865
KIA SONET GTX PLUS DCT 1.0,2020,KIA,MANUAL,16306,Petrol,2nd Owner,MH-01,Mumbai,1334999,1267099,Oct,23795
Maruti Wagon R 1.0 LXI,2013,Maruti,MANUAL,75012,Petrol + CNG,1st Owner,DL-9C,New Delhi,246999,246999,Jan,4829
Maruti Alto LXI CNG,2021,Maruti,MANUAL,17920,Petrol + CNG,1st Owner,DL-3C,New Delhi,507699,469999,Jul,9189
MG HECTOR SHARP DCT PETROL,2021,MG,AUTOMATIC,3779,Petrol,1st Owner,"Valid upto Nov 2023
3rd Party",Lucknow,1869999,1854999,Oct,34835
Honda Amaze 1.2 VXMT I VTEC,2021,Honda,MANUAL,13191,Petrol,2nd Owner,TN-07-x-xxxx,Chennai,836599,836599,Sep,15710
Tata Nano XT TWIST,2015,Tata,MANUAL,20699,Petrol,1st Owner,MH-12,Pune,144599,144599,Oct,2827
Maruti Swift ZXI,2012,Maruti,MANUAL,47422,Petrol,1st Owner,KA-04-x-xxxx,Bangalore,502099,502099,Jan,9816
KIA SELTOS HTK PLUS 1.5 PETROL,2020,KIA,MANUAL,23155,Petrol,1st Owner,KA-03-x-xxxx,Bangalore,1297799,1246949,Jul,23416
Renault Kiger RXL EASY R 1.0 L,2021,Renault,MANUAL,2819,Petrol,1st Owner,TN-13-x-xxxx,Chennai,824799,824799,Nov,15489
Skoda SLAVIA STYLE 1.0 TSI AT,2022,Skoda,MANUAL,6098,Petrol,1st Owner,TN-01-x-xxxx,Chennai,1847399,1807399,Jun,33941
MG HECTOR SHARP HYBRID 1.5 DUAL TONE,2021,MG,MANUAL,15145,Petrol,1st Owner,GJ-27,Ahmedabad,1679999,1528899,Mar,28711
Maruti Alto LXI,2021,Maruti,MANUAL,3729,Petrol,1st Owner,MP-09,Indore,430399,409399,Sep,8004
Volkswagen Polo COMFORTLINE 1.0 PETROL,2018,Volkswagen,MANUAL,16552,Petrol,2nd Owner,KA-04-x-xxxx,Bangalore,701799,701799,May,13720
Ford Ecosport 1.5 TREND+ TDCI,2016,Ford,MANUAL,59584,Diesel,1st Owner,MH-47,Pune,674499,625699,Apr,12233
Mahindra XUV 3OO 1.2 W6 AT,2022,Mahindra,MANUAL,22158,Petrol,1st Owner,DL-1C,New Delhi,1063499,1063499,Jan,19971
Hyundai Elite i20 1.2 MAGNA PLUS VTVT,2020,Hyundai,MANUAL,19556,Petrol,2nd Owner,KL-53,Kochi,645699,607499,Feb,11877
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2018,Hyundai,MANUAL,24576,Petrol,2nd Owner,DL-12,New Delhi,537599,526599,Sep,10295
Maruti Swift VXI,2018,Maruti,MANUAL,83770,Petrol,1st Owner,RJ-02,Jaipur,597199,597199,Jul,11675
KIA SONET GTX + 1.0 IMT,2020,KIA,MANUAL,12985,Petrol,1st Owner,KA-04-x-xxxx,Bangalore,1367199,1239899,Nov,23284
Maruti Wagon R 1.0 VXI,2010,Maruti,MANUAL,33383,Petrol,1st Owner,DL-3C,New Delhi,232099,232099,Jun,4538
Maruti Zen Estilo VXI,2010,Maruti,MANUAL,77522,Petrol,1st Owner,GJ-22,Indore,174299,174299,Jul,3408
Mahindra XUV 3OO W8 (O) DIESEL  AT,2021,Mahindra,AUTOMATIC,29546,Diesel,1st Owner,MH-03,Mumbai,1510799,1473299,Apr,27667
Maruti Swift LXI,2020,Maruti,MANUAL,12421,Petrol,1st Owner,DL-1C,New Delhi,593399,577399,Jun,11288
Hyundai NEW SANTRO 1.1 SPORTZ MT CNG,2019,Hyundai,MANUAL,11844,Petrol + CNG,1st Owner,MH-14,Pune,611899,602699,Jan,11783
Maruti New  Wagon-R 1.0 Lxi (o) cng,2019,Maruti,MANUAL,41959,Petrol + CNG,1st Owner,TS-08-x-xxxx,Hyderabad,546499,414399,Oct,8102
Maruti Alto 800 LXI,2013,Maruti,MANUAL,79397,Petrol,1st Owner,KL-12,Kochi,225899,190899,Oct,3732
Nissan MAGNITE XL Turbo CVT,2021,Nissan,MANUAL,16276,Petrol,1st Owner,MH-05,Mumbai,921999,841499,Feb,15802
Ford Ecosport 1.5 TDCI TITANIUM PLUS,2019,Ford,MANUAL,30038,Diesel,1st Owner,KA-51-x-xxxx,Bangalore,1153399,1125599,Feb,21138
Hyundai NEW SANTRO 1.1 MAGNA MT,2020,Hyundai,MANUAL,4270,Petrol,1st Owner,WB-26,Kolkata,478499,462899,Mar,9050
KIA SELTOS HTK PLUS 1.5 DIESEL,2020,KIA,MANUAL,19291,Diesel,1st Owner,MH-12,Pune,1440799,1385399,Jan,26016
Tata Tiago XT 1.2 REVOTRON,2019,Tata,MANUAL,29750,Petrol,1st Owner,MH-01,Pune,533799,533799,Mar,10436
Ford Ecosport 1.5 TDCI TITANIUM PLUS,2017,Ford,MANUAL,26892,Diesel,1st Owner,DL-10,New Delhi,772899,707499,May,13832
Honda Amaze 1.2 SX MT I VTEC,2015,Honda,MANUAL,50449,Petrol,1st Owner,TN-22-x-xxxx,Chennai,511699,511699,Sep,10004
Ford Ecosport 1.5 TITANIUM TI VCT,2019,Ford,MANUAL,22922,Petrol,1st Owner,KA-03-x-xxxx,Bangalore,969499,945199,Oct,17750
Tata NEXON XZA+ 1.5,2018,Tata,AUTOMATIC,80038,Diesel,1st Owner,MH-12,Pune,866299,803299,Nov,15085
Renault TRIBER 1.0 RXT,2019,Renault,MANUAL,38761,Petrol,1st Owner,TN-11-x-xxxx,Chennai,624899,616799,Dec,12059
Hyundai Creta 1.6 SX CRDI,2019,Hyundai,MANUAL,43870,Diesel,2nd Owner,TS-07-x-xxxx,Hyderabad,1331399,1235699,Dec,23205
Honda Amaze 1.5 V CVT I-DTEC,2018,Honda,AUTOMATIC,70270,Diesel,2nd Owner,DL-10,New Delhi,638799,638799,Jun,12489
MG HECTOR SHARP 2.0 DIESEL,2021,MG,MANUAL,8358,Diesel,1st Owner,GJ-03,Ahmedabad,1991199,1850799,Nov,34756
Tata Tiago XT 1.2 REVOTRON,2021,Tata,MANUAL,2608,Petrol,1st Owner,DL-5C,New Delhi,595499,576399,Apr,11269
Tata Tiago XZ+ 1.2 Revotron,2019,Tata,MANUAL,14923,Petrol,1st Owner,TS-15-x-xxxx,Hyderabad,627399,596099,Oct,11654
Ford New Figo 1.2 TITANIUM,2019,Ford,MANUAL,25051,Petrol,2nd Owner,UP-32-x-xxxx,Lucknow,513499,513499,Aug,10039
Hyundai Verna 1.6 CRDI SX + AT,2018,Hyundai,AUTOMATIC,34073,Diesel,1st Owner,HR-26,New Delhi,1154699,1109899,Jun,20843
Renault Kwid 1.0 RXL,2021,Renault,MANUAL,8419,Petrol,1st Owner,MH-04,Mumbai,498199,490199,Sep,9583
Honda Brio 1.2 S MT I VTEC,2014,Honda,MANUAL,73873,Petrol,1st Owner,AP-11-x-xxxx,Hyderabad,386099,381099,Feb,7451
Ford Ecosport 1.5TITANIUM TDCI,2013,Ford,MANUAL,59685,Diesel,2nd Owner,WB-02,Kolkata,502599,450699,Oct,8811
Renault Kwid RXL,2019,Renault,MANUAL,25040,Petrol,2nd Owner,HR-29,New Delhi,360599,346399,Feb,6772
Chevrolet Beat LS PETROL,2010,Chevrolet,MANUAL,56964,Petrol,1st Owner,MH-02,Pune,148399,148399,Oct,2901
Toyota Etios Liva G,2011,Toyota,MANUAL,16211,Petrol,1st Owner,TN-07-x-xxxx,Chennai,366399,366399,Dec,7163
Renault Kwid CLIMBER 1.0 AT,2017,Renault,AUTOMATIC,21212,Petrol,1st Owner,MP-04,Indore,465699,459199,Jul,8977
Maruti Eeco 5 STR WITH AC PLUSHTR,2011,Maruti,MANUAL,62415,Petrol,1st Owner,TN-22-x-xxxx,Chennai,306999,306999,Aug,6002
Tata Harrier XZ 2.0L Kryotec,2019,Tata,MANUAL,73794,Diesel,1st Owner,MP-04,Indore,1562299,1542099,May,28959
Maruti Alto 800 LXI,2019,Maruti,MANUAL,79158,Petrol,1st Owner,TS-17-x-xxxx,Hyderabad,315299,289899,Feb,5668
Ford Ecosport 1.5TITANIUM TDCI,2016,Ford,MANUAL,86494,Diesel,2nd Owner,RJ-23,Jaipur,708799,703799,Oct,13759
Ford Ecosport 1.5TITANIUM TDCI,2020,Ford,MANUAL,52061,Diesel,1st Owner,GJ-01,Ahmedabad,990599,914999,Mar,17183
Mahindra MARAZZO M 6 + 8 STR,2021,Mahindra,MANUAL,47115,Diesel,1st Owner,TS-16-x-xxxx,Hyderabad,1544599,1354899,May,25444
Renault Kwid RXT 1.0 EASY-R AT OPTION,2019,Renault,AUTOMATIC,37054,Petrol,1st Owner,MH-14,Pune,504599,439399,Sep,8590
Hyundai Verna SX (O) DIESEL MT,2021,Hyundai,MANUAL,14399,Diesel,1st Owner,TS-07-x-xxxx,Hyderabad,1538399,1477999,Jun,27755
Maruti Dzire ZXI CNG,2022,Maruti,MANUAL,3774,Petrol + CNG,1st Owner,MH-01,Mumbai,993399,911199,May,17111
Hyundai Elite i20 1.2 SPORTS PLUS VTVT,2020,Hyundai,MANUAL,60065,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,715199,685499,Jun,13402
Hyundai GRAND I10 NIOS ERA PETROL,2021,Hyundai,MANUAL,2746,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,578599,568849,Apr,11121
Toyota YARIS J CVT,2020,Toyota,AUTOMATIC,9256,Petrol,2nd Owner,DL-3C,New Delhi,1011699,972599,Aug,18264
Hyundai Xcent S 1.2,2016,Hyundai,MANUAL,51736,Petrol,1st Owner,MH-04,Pune,489399,489399,Jan,9568
Maruti Wagon R 1.0 LXI,2013,Maruti,MANUAL,38604,Petrol,1st Owner,HR-26,New Delhi,292599,292599,Sep,5720
Tata Tiago XZA 1.2 REVOTRON,2018,Tata,AUTOMATIC,73226,Petrol,2nd Owner,TS-13-x-xxxx,Hyderabad,514999,502799,Mar,9830
Maruti Alto 800 LXI CNG,2016,Maruti,MANUAL,32272,Petrol + CNG,1st Owner,DL-8C,New Delhi,327999,327999,Jul,6412
Maruti Swift VXI,2018,Maruti,MANUAL,94365,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,570599,539199,May,10541
Skoda Rapid STYLE 1.0 AT,2021,Skoda,AUTOMATIC,7327,Petrol,1st Owner,MH-04,Mumbai,1331199,1174199,Mar,22050
Hyundai i20 ASTA 1.2,2013,Hyundai,MANUAL,25985,Petrol,2nd Owner,MH-12,Pune,490299,477599,May,9337
Volkswagen Polo HIGHLINE PLUS 1.2L PETROL,2017,Volkswagen,MANUAL,24138,Petrol,1st Owner,RJ-14,Jaipur,557999,557999,Oct,10909
Honda Brio 1.2 VX MT I VTEC,2014,Honda,MANUAL,53417,Petrol,3rd Owner,MH-02,Pune,346299,329599,May,6444
